freq_hz,stage,equalized_real,equalized_imag,residual_real,residual_imag,residual_abs_percent
5550000000.000000,after_h1,1.004367533773e+00,1.366226989389e-01,4.367533773079e-03,1.366226989389e-01,13.669249144
5551000000.000000,after_h1,1.005762239450e+00,1.454665016354e-01,5.762239450209e-03,1.454665016354e-01,14.558058422
5552000000.000000,after_h1,1.004086474727e+00,1.462633983435e-01,4.086474726790e-03,1.462633983435e-01,14.632047352
5553000000.000000,after_h1,1.003564032023e+00,1.554555820396e-01,3.564032023038e-03,1.554555820396e-01,15.549643183
5554000000.000000,after_h1,1.003116800541e+00,1.612583242207e-01,3.116800540993e-03,1.612583242207e-01,16.128844217
5555000000.000000,after_h1,1.004595786621e+00,1.611752243698e-01,4.595786621483e-03,1.611752243698e-01,16.124073370
5556000000.000000,after_h1,1.003759855792e+00,1.644003848355e-01,3.759855791714e-03,1.644003848355e-01,16.444337338
5557000000.000000,after_h1,1.003154761514e+00,1.730924915653e-01,3.154761513940e-03,1.730924915653e-01,17.312123832
5558000000.000000,after_h1,1.002492561474e+00,1.773290741204e-01,2.492561473884e-03,1.773290741204e-01,17.734659115
5559000000.000000,after_h1,1.003848127207e+00,1.790457266426e-01,3.848127206663e-03,1.790457266426e-01,17.908707466
5560000000.000000,after_h1,1.001242449918e+00,1.859360044360e-01,1.242449917614e-03,1.859360044360e-01,18.594015550
5561000000.000000,after_h1,1.002636817172e+00,1.825169153142e-01,2.636817172258e-03,1.825169153142e-01,18.253596134
5562000000.000000,after_h1,1.002009558103e+00,1.891344295320e-01,2.009558103328e-03,1.891344295320e-01,18.914510503
5563000000.000000,after_h1,1.001813922660e+00,1.950997489866e-01,1.813922660049e-03,1.950997489866e-01,19.510818120
5564000000.000000,after_h1,1.002796031831e+00,1.881214995462e-01,2.796031831422e-03,1.881214995462e-01,18.814227698
5565000000.000000,after_h1,1.000610695692e+00,1.988351319096e-01,6.106956916692e-04,1.988351319096e-01,19.883606974
5566000000.000000,after_h1,1.001585128686e+00,2.060756279157e-01,1.585128686046e-03,2.060756279157e-01,20.608172421
5567000000.000000,after_h1,1.003936955605e+00,1.981168212639e-01,3.936955605229e-03,1.981168212639e-01,19.815593478
5568000000.000000,after_h1,1.001913408669e+00,2.049107205752e-01,1.913408668766e-03,2.049107205752e-01,20.491965386
5569000000.000000,after_h1,1.003440839763e+00,2.054884513425e-01,3.440839763348e-03,2.054884513425e-01,20.551725722
5570000000.000000,after_h1,1.002436838907e+00,2.085747095066e-01,2.436838907129e-03,2.085747095066e-01,20.858894417
5571000000.000000,after_h1,1.003252455577e+00,2.101587282688e-01,3.252455576716e-03,2.101587282688e-01,21.018389457
5572000000.000000,after_h1,1.003564097785e+00,2.074018878611e-01,3.564097785259e-03,2.074018878611e-01,20.743250922
5573000000.000000,after_h1,1.005048855774e+00,2.054813268748e-01,5.048855774261e-03,2.054813268748e-01,20.554334492
5574000000.000000,after_h1,1.004495387334e+00,2.064347275339e-01,4.495387333542e-03,2.064347275339e-01,20.648366821
5575000000.000000,after_h1,1.005601173699e+00,2.052614235306e-01,5.601173698729e-03,2.052614235306e-01,20.533783172
5576000000.000000,after_h1,1.005289750288e+00,2.065558570658e-01,5.289750288190e-03,2.065558570658e-01,20.662357936
5577000000.000000,after_h1,1.006342519324e+00,2.104602094269e-01,6.342519323957e-03,2.104602094269e-01,21.055575818
5578000000.000000,after_h1,1.005532434338e+00,2.069584841517e-01,5.532434338487e-03,2.069584841517e-01,20.703241773
5579000000.000000,after_h1,1.007357565559e+00,2.037383487865e-01,7.357565559342e-03,2.037383487865e-01,20.387115671
5580000000.000000,after_h1,1.009136479217e+00,2.042175268329e-01,9.136479217239e-03,2.042175268329e-01,20.442180294
5581000000.000000,after_h1,1.009103499182e+00,2.070604339427e-01,9.103499181723e-03,2.070604339427e-01,20.726045692
5582000000.000000,after_h1,1.008584913886e+00,2.043493528081e-01,8.584913886280e-03,2.043493528081e-01,20.452960358
5583000000.000000,after_h1,1.009593640575e+00,1.997407691927e-01,9.593640575393e-03,1.997407691927e-01,19.997102994
5584000000.000000,after_h1,1.012192239230e+00,1.985466628463e-01,1.219223923027e-02,1.985466628463e-01,19.892065761
5585000000.000000,after_h1,1.010846254212e+00,1.982515259208e-01,1.084625421213e-02,1.982515259208e-01,19.854800115
5586000000.000000,after_h1,1.013147668296e+00,1.942301963915e-01,1.314766829603e-02,1.942301963915e-01,19.467467830
5587000000.000000,after_h1,1.013599619242e+00,1.892971141121e-01,1.359961924221e-02,1.892971141121e-01,18.978500219
5588000000.000000,after_h1,1.014551475136e+00,1.861423229527e-01,1.455147513639e-02,1.861423229527e-01,18.671022956
5589000000.000000,after_h1,1.015138012428e+00,1.857497273241e-01,1.513801242838e-02,1.857497273241e-01,18.636555642
5590000000.000000,after_h1,1.017619348051e+00,1.751616500705e-01,1.761934805064e-02,1.751616500705e-01,17.604557672
5591000000.000000,after_h1,1.019062721426e+00,1.771122357548e-01,1.906272142605e-02,1.771122357548e-01,17.813514926
5592000000.000000,after_h1,1.019655812970e+00,1.712690109460e-01,1.965581296976e-02,1.712690109460e-01,17.239322810
5593000000.000000,after_h1,1.020684877457e+00,1.688731978042e-01,2.068487745677e-02,1.688731978042e-01,17.013530231
5594000000.000000,after_h1,1.021154173916e+00,1.603007151582e-01,2.115417391584e-02,1.603007151582e-01,16.169050174
5595000000.000000,after_h1,1.021660237450e+00,1.599182931106e-01,2.166023745042e-02,1.599182931106e-01,16.137851889
5596000000.000000,after_h1,1.023377003375e+00,1.521000572557e-01,2.337700337463e-02,1.521000572557e-01,15.388603479
5597000000.000000,after_h1,1.025774707480e+00,1.475339658145e-01,2.577470748026e-02,1.475339658145e-01,14.976851009
5598000000.000000,after_h1,1.025827589721e+00,1.452638986670e-01,2.582758972127e-02,1.452638986670e-01,14.754207755
5599000000.000000,after_h1,1.028403697636e+00,1.333221613104e-01,2.840369763579e-02,1.333221613104e-01,13.631422793
5600000000.000000,after_h1,1.027326950039e+00,1.350287993998e-01,2.732695003908e-02,1.350287993998e-01,13.776624719
5601000000.000000,after_h1,1.029446932164e+00,1.254273529203e-01,2.944693216358e-02,1.254273529203e-01,12.883766016
5602000000.000000,after_h1,1.031503551365e+00,1.164481787586e-01,3.150355136451e-02,1.164481787586e-01,12.063437356
5603000000.000000,after_h1,1.031182100745e+00,1.155556146406e-01,3.118210074468e-02,1.155556146406e-01,11.968886114
5604000000.000000,after_h1,1.033196878466e+00,1.085109028834e-01,3.319687846636e-02,1.085109028834e-01,11.347532236
5605000000.000000,after_h1,1.033463822501e+00,9.995323052451e-02,3.346382250144e-02,9.995323052451e-02,10.540624132
5606000000.000000,after_h1,1.033382781553e+00,9.338803087564e-02,3.338278155310e-02,9.338803087564e-02,9.917527119
5607000000.000000,after_h1,1.036020423723e+00,8.461811489888e-02,3.602042372319e-02,8.461811489888e-02,9.196573435
5608000000.000000,after_h1,1.035647766193e+00,8.046055066427e-02,3.564776619303e-02,8.046055066427e-02,8.800376951
5609000000.000000,after_h1,1.036368484430e+00,7.118405792081e-02,3.636848443011e-02,7.118405792081e-02,7.993645452
5610000000.000000,after_h1,1.036884421090e+00,6.548699170345e-02,3.688442109005e-02,6.548699170345e-02,7.515987361
5611000000.000000,after_h1,1.037799494414e+00,6.243134341602e-02,3.779949441446e-02,6.243134341602e-02,7.298269945
5612000000.000000,after_h1,1.037705693058e+00,5.285416370744e-02,3.770569305770e-02,5.285416370744e-02,6.492520243
5613000000.000000,after_h1,1.039581666503e+00,4.161102398934e-02,3.958166650256e-02,4.161102398934e-02,5.742983232
5614000000.000000,after_h1,1.038836243731e+00,3.821991908240e-02,3.883624373061e-02,3.821991908240e-02,5.448867811
5615000000.000000,after_h1,1.039710557622e+00,2.579243923573e-02,3.971055762151e-02,2.579243923573e-02,4.735164525
5616000000.000000,after_h1,1.040957102454e+00,1.854032540473e-02,4.095710245411e-02,1.854032540473e-02,4.495806833
5617000000.000000,after_h1,1.041419874660e+00,8.822110819960e-03,4.141987466007e-02,8.822110819960e-03,4.234897468
5618000000.000000,after_h1,1.043215006369e+00,4.582727967613e-03,4.321500636929e-02,4.582727967613e-03,4.345731436
5619000000.000000,after_h1,1.043271579798e+00,-1.073504966064e-02,4.327157979762e-02,-1.073504966064e-02,4.458330303
5620000000.000000,after_h1,1.041162950141e+00,-1.777226859724e-02,4.116295014129e-02,-1.777226859724e-02,4.483572231
5621000000.000000,after_h1,1.041937323918e+00,-2.339035510868e-02,4.193732391824e-02,-2.339035510868e-02,4.801924457
5622000000.000000,after_h1,1.042196640734e+00,-3.693756037793e-02,4.219664073448e-02,-3.693756037793e-02,5.607976334
5623000000.000000,after_h1,1.041643721307e+00,-4.391083776741e-02,4.164372130723e-02,-4.391083776741e-02,6.051744540
5624000000.000000,after_h1,1.042745140385e+00,-4.989717145604e-02,4.274514038520e-02,-4.989717145604e-02,6.570292799
5625000000.000000,after_h1,1.041101665439e+00,-5.909688333166e-02,4.110166543917e-02,-5.909688333166e-02,7.198464087
5626000000.000000,after_h1,1.040038291135e+00,-6.694919482796e-02,4.003829113538e-02,-6.694919482796e-02,7.800807295
5627000000.000000,after_h1,1.039881468579e+00,-7.163411997831e-02,3.988146857940e-02,-7.163411997831e-02,8.198767396
5628000000.000000,after_h1,1.039712470857e+00,-8.180390331915e-02,3.971247085697e-02,-8.180390331915e-02,9.093381626
5629000000.000000,after_h1,1.038491735905e+00,-9.146821377431e-02,3.849173590550e-02,-9.146821377431e-02,9.923733100
5630000000.000000,after_h1,1.038514207015e+00,-9.827911445065e-02,3.851420701488e-02,-9.827911445065e-02,10.555628110
5631000000.000000,after_h1,1.038077795914e+00,-1.084379594145e-01,3.807779591404e-02,-1.084379594145e-01,11.492915028
5632000000.000000,after_h1,1.037113854087e+00,-1.145754491351e-01,3.711385408737e-02,-1.145754491351e-01,12.043658792
