tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
37,2.366437566232346135e-01,969,2.365722656250000000e-01,-7.149099823461346759e-05,0
38,-3.339834708709188971e-01,-1368,-3.339843750000000000e-01,-9.041290811029334407e-07,0
39,1.582707677446038019e-01,648,1.582031250000000000e-01,-6.764274460380192977e-05,0
40,1.582707677446038019e-01,648,1.582031250000000000e-01,-6.764274460380192977e-05,0
41,-3.339834708709188971e-01,-1368,-3.339843750000000000e-01,-9.041290811029334407e-07,0
42,2.366437566232346135e-01,969,2.365722656250000000e-01,-7.149099823461346759e-05,0
43,-8.327152966268220810e-03,-34,-8.300781250000000000e-03,2.637171626822081005e-05,0
44,-1.228931619695575739e-01,-503,-1.228027343750000000e-01,9.042759455757387599e-05,0
45,1.038765708261284448e-01,425,1.037597656250000000e-01,-1.168052011284448355e-04,0
46,-6.626920381675510674e-02,-271,-6.616210937500000000e-02,1.070944417551067396e-04,0
47,9.865265715526071177e-02,404,9.863281250000000000e-02,-1.984465526071177432e-05,0
48,-1.170669276927153307e-01,-480,-1.171875000000000000e-01,-1.205723072846692778e-04,0
49,1.795298674651750817e-02,74,1.806640625000000000e-02,1.134195034824918291e-04,0
50,1.315363106452447917e-01,539,1.315917968750000000e-01,5.548622975520833833e-05,0
51,-1.734241807633688237e-01,-710,-1.733398437500000000e-01,8.433701336882371002e-05,0
52,9.045069183851896233e-02,370,9.033203125000000000e-02,-1.186605885189623288e-04,0
53,-1.750713527395305127e-02,-72,-1.757812500000000000e-02,-7.098972604694872568e-05,0
54,1.332496085099894693e-02,55,1.342773437500000000e-02,1.027735240010530654e-04,0
55,2.311633639601904169e-02,95,2.319335937500000000e-02,7.702297898095830653e-05,0
56,-1.426732744950951759e-01,-584,-1.425781250000000000e-01,9.514949509517589554e-05,0
57,2.084345143590594085e-01,854,2.084960937500000000e-01,6.157939094059150520e-05,0
58,-9.968125246458679756e-02,-408,-9.960937500000000000e-02,7.187746458679755701e-05,0
59,-7.027003504649116661e-02,-288,-7.031250000000000000e-02,-4.246495350883339182e-05,0
60,1.175805539986775616e-01,482,1.176757812500000000e-01,9.522725132243836654e-05,0
61,-7.883342195082265746e-02,-323,-7.885742187500000000e-02,-2.399992417734253536e-05,0
62,1.170585369044957746e-01,479,1.169433593750000000e-01,-1.151775294957746443e-04,0
63,-1.907103641251089721e-01,-781,-1.906738281250000000e-01,3.653600010897206651e-05,0
64,9.611081350427715109e-02,394,9.619140625000000000e-02,8.059274572284891303e-05,0
65,1.434294020194578634e-01,587,1.433105468750000000e-01,-1.188551444578633820e-04,0
66,-2.498483536416556405e-01,-1023,-2.497558593750000000e-01,9.249426665564053351e-05,0
67,1.457148740358867045e-01,597,1.457519531250000000e-01,3.707908911329549362e-05,0
68,-8.735469621442498722e-02,-358,-8.740234375000000000e-02,-4.764753557501277825e-05,0
69,1.705199199239767205e-01,698,1.704101562500000000e-01,-1.097636739767204883e-04,0
70,-1.085914222061857004e-01,-445,-1.086425781250000000e-01,-5.115591881429959464e-05,0
71,-2.052184079988762511e-01,-841,-2.053222656250000000e-01,-1.038576261237489362e-04,0
72,3.827903014131884274e-01,1568,3.828125000000000000e-01,2.219858681157260705e-05,0
73,-2.325846852328209147e-01,-953,-2.326660156250000000e-01,-8.133039217908533125e-05,0
74,1.976734923831102719e-01,810,1.977539062500000000e-01,8.041386688972806951e-05,0
75,-4.501187345826435093e-01,-1844,-4.501953125000000000e-01,-7.657791735649066567e-05,0
76,3.632575140909264921e-01,1488,3.632812500000000000e-01,2.373590907350786594e-05,0
77,6.362756627629796713e-02,261,6.372070312500000000e-02,9.313684870203287058e-05,0
78,2.430868361029896174e-01,996,2.431640625000000000e-01,7.722639701038258586e-05,0
79,-5.705775718526489432e-02,-234,-5.712890625000000000e-02,-7.114906473510568263e-05,0
