tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
32,-1.625405952198098747e-02,-67,-1.635742187500000000e-02,-1.033623530190125317e-04,0
33,-1.987026167578772456e-02,-81,-1.977539062500000000e-02,9.487105078772456457e-05,0
34,5.071663380052389425e-02,208,5.078125000000000000e-02,6.461619947610575121e-05,0
35,-4.401081021941587873e-02,-180,-4.394531250000000000e-02,6.549771941587873014e-05,0
36,6.186851793496787530e-03,25,6.103515625000000000e-03,-8.333616849678752991e-05,0
37,1.898105921145417166e-02,78,1.904296875000000000e-02,6.190953854582834093e-05,0
38,-1.669523864574275207e-02,-68,-1.660156250000000000e-02,9.367614574275207051e-05,0
39,2.433743958004242619e-02,100,2.441406250000000000e-02,7.662291995757380958e-05,0
40,-5.564417725348144717e-02,-228,-5.566406250000000000e-02,-1.988524651855283487e-05,0
41,4.863379380769754234e-02,199,4.858398437500000000e-02,-4.980943269754234404e-05,0
42,4.457489595048534647e-02,183,4.467773437500000000e-02,1.028384245146535259e-04,0
43,-1.421143450344584669e-01,-582,-1.420898437500000000e-01,2.450128445846688763e-05,0
44,1.009120318534059701e-01,413,1.008300781250000000e-01,-8.195372840597014985e-05,0
45,7.742649075355967359e-02,317,7.739257812500000000e-02,-3.391262855967358547e-05,0
46,-1.995208374873531643e-01,-817,-1.994628906250000000e-01,5.794686235316426348e-05,0
47,1.070039195125541964e-01,438,1.069335937500000000e-01,-7.032576255419642486e-05,0
48,1.070039195125541964e-01,438,1.069335937500000000e-01,-7.032576255419642486e-05,0
49,-1.995208374873531643e-01,-817,-1.994628906250000000e-01,5.794686235316426348e-05,0
50,7.742649075355967359e-02,317,7.739257812500000000e-02,-3.391262855967358547e-05,0
51,1.009120318534059701e-01,413,1.008300781250000000e-01,-8.195372840597014985e-05,0
52,-1.421143450344584669e-01,-582,-1.420898437500000000e-01,2.450128445846688763e-05,0
53,4.457489595048534647e-02,183,4.467773437500000000e-02,1.028384245146535259e-04,0
54,4.863379380769754234e-02,199,4.858398437500000000e-02,-4.980943269754234404e-05,0
55,-5.564417725348144717e-02,-228,-5.566406250000000000e-02,-1.988524651855283487e-05,0
56,2.433743958004242619e-02,100,2.441406250000000000e-02,7.662291995757380958e-05,0
57,-1.669523864574275207e-02,-68,-1.660156250000000000e-02,9.367614574275207051e-05,0
58,1.898105921145417166e-02,78,1.904296875000000000e-02,6.190953854582834093e-05,0
59,6.186851793496787530e-03,25,6.103515625000000000e-03,-8.333616849678752991e-05,0
60,-4.401081021941587873e-02,-180,-4.394531250000000000e-02,6.549771941587873014e-05,0
61,5.071663380052389425e-02,208,5.078125000000000000e-02,6.461619947610575121e-05,0
62,-1.987026167578772456e-02,-81,-1.977539062500000000e-02,9.487105078772456457e-05,0
63,-1.625405952198098747e-02,-67,-1.635742187500000000e-02,-1.033623530190125317e-04,0
64,3.477749694418075244e-02,142,3.466796875000000000e-02,-1.095281941807524362e-04,0
65,-3.730936638241323655e-02,-153,-3.735351562500000000e-02,-4.414924258676344859e-05,0
66,2.765117000050852994e-02,113,2.758789062500000000e-02,-6.327937550852993920e-05,0
67,-6.035742363799850678e-03,-25,-6.103515625000000000e-03,-6.777326120014932204e-05,0
68,-1.807527018147036743e-02,-74,-1.806640625000000000e-02,8.863931470367431009e-06,0
69,3.216053568477847402e-02,132,3.222656250000000000e-02,6.602681522152598070e-05,0
70,-3.603949837275029905e-02,-148,-3.613281250000000000e-02,-9.331412724970095107e-05,0
71,3.179157750155496565e-02,130,3.173828125000000000e-02,-5.329625155496564570e-05,0
72,-9.709531232770299974e-03,-40,-9.765625000000000000e-03,-5.609376722970002560e-05,0
73,-3.014627272663264815e-02,-123,-3.002929687500000000e-02,1.169758516326481479e-04,0
74,5.632269037810794243e-02,231,5.639648437500000000e-02,7.379399689205756729e-05,0
75,-4.115791833810986816e-02,-169,-4.125976562500000000e-02,-1.018472868901318384e-04,0
76,6.723796268623931024e-03,28,6.835937500000000000e-03,1.121412313760689755e-04,0
77,7.078910008703756356e-03,29,7.080078125000000000e-03,1.168116296243644492e-06,0
78,-9.898516419376954603e-03,-41,-1.000976562500000000e-02,-1.112492056230453968e-04,0
79,3.874650424325431358e-02,159,3.881835937500000000e-02,7.185513174568641803e-05,0
80,-7.260616883813679479e-02,-297,-7.250976562500000000e-02,9.640321313679478532e-05,0
81,4.778783463358842604e-02,196,4.785156250000000000e-02,6.372786641157396348e-05,0
82,2.606276747043556954e-02,107,2.612304687500000000e-02,6.027940456443045547e-05,0
83,-5.948293364021908086e-02,-244,-5.957031250000000000e-02,-8.737885978091913808e-05,0
84,3.082744404399111182e-02,126,3.076171875000000000e-02,-6.572529399111182169e-05,0
85,-2.845794179163037632e-02,-117,-2.856445312500000000e-02,-1.065113333696236786e-04,0
86,7.775028718100578107e-02,318,7.763671875000000000e-02,-1.135684310057810675e-04,0
87,-6.445960071153884752e-02,-264,-6.445312500000000000e-02,6.475711538847517268e-06,0
88,-5.146589465154265131e-02,-211,-5.151367187500000000e-02,-4.777722345734869425e-05,0
89,1.125759149862057829e-01,461,1.125488281250000000e-01,-2.708686120578285284e-05,0
90,-4.265640939209128235e-02,-175,-4.272460937500000000e-02,-6.819998290871764901e-05,0
91,3.693061487428286188e-02,151,3.686523437500000000e-02,-6.538049928286188139e-05,0
92,-1.731474599150090998e-01,-709,-1.730957031250000000e-01,5.175679000909982896e-05,0
93,1.421826333119834140e-01,582,1.420898437500000000e-01,-9.278956198341403727e-05,0
94,8.788713406082022950e-02,360,8.789062500000000000e-02,3.490939179770502498e-06,0
95,1.485514572622225471e-01,608,1.484375000000000000e-01,-1.139572622225470955e-04,0
