tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
45,4.219570891110176886e-02,346,4.223632812500000000e-02,4.061921389823114348e-05,0
46,-1.559890497886618765e-01,-1278,-1.560058593750000000e-01,-1.680958633812346115e-05,0
47,8.705505775152339032e-02,713,8.703613281250000000e-02,-1.892493902339031919e-05,0
48,8.705505775152339032e-02,713,8.703613281250000000e-02,-1.892493902339031919e-05,0
49,-1.559890497886618765e-01,-1278,-1.560058593750000000e-01,-1.680958633812346115e-05,0
50,4.219570891110176886e-02,346,4.223632812500000000e-02,4.061921389823114348e-05,0
51,1.105283562608163628e-01,905,1.104736328125000000e-01,-5.472344831636277718e-05,0
52,-1.307903565001176382e-01,-1071,-1.307373046875000000e-01,5.305181261763824985e-05,0
53,2.066751486350384970e-02,169,2.062988281250000000e-02,-3.763205100384969803e-05,0
54,8.391053086337077471e-02,687,8.386230468750000000e-02,-4.822617587077471235e-05,0
55,-9.331531860205810602e-02,-764,-9.326171875000000000e-02,5.359985205810602338e-05,0
56,3.650671203732148984e-02,299,3.649902343750000000e-02,-7.688599821489838781e-06,0
57,1.861524182911606512e-02,152,1.855468750000000000e-02,-6.055432911606511981e-05,0
58,-4.534022426538032724e-02,-371,-4.528808593750000000e-02,5.213832788032723986e-05,0
59,5.184500269504471043e-02,425,5.187988281250000000e-02,3.488011745528957208e-05,0
60,-4.501597269848907346e-02,-369,-4.504394531250000000e-02,-2.797261401092654420e-05,0
61,2.258914713445564146e-02,185,2.258300781250000000e-02,-6.139321955641457995e-06,0
62,1.746621481270412696e-02,143,1.745605468750000000e-02,-1.016012520412695741e-05,0
63,-6.584290582845545026e-02,-539,-6.579589843750000000e-02,4.700739095545025670e-05,0
64,9.098241586957973859e-02,745,9.094238281250000000e-02,-4.003305707973858762e-05,0
65,-5.610389669605077290e-02,-460,-5.615234375000000000e-02,-4.844705394922710351e-05,0
66,-2.860846655868911140e-02,-234,-2.856445312500000000e-02,4.401343368911139753e-05,0
67,9.302648054306329739e-02,762,9.301757812500000000e-02,-8.902418063297390383e-06,0
68,-8.496870822348775998e-02,-696,-8.496093750000000000e-02,7.770723487759978454e-06,0
69,3.888788400812986240e-02,319,3.894042968750000000e-02,5.254567937013759904e-05,0
70,-1.483449971152958798e-02,-122,-1.489257812500000000e-02,-5.807841347041202418e-05,0
71,-4.383053263898865036e-03,-36,-4.394531250000000000e-03,-1.147798610113496404e-05,0
72,7.220592595898807364e-02,592,7.226562500000000000e-02,5.969904101192635704e-05,0
73,-1.466806229509911852e-01,-1202,-1.467285156250000000e-01,-4.789267400881480619e-05,0
74,1.155310523971261605e-01,946,1.154785156250000000e-01,-5.253677212616048031e-05,0
75,2.055605134882791674e-02,168,2.050781250000000000e-02,-4.823884882791673601e-05,0
76,-1.173332953797239786e-01,-961,-1.173095703125000000e-01,2.372506722397860202e-05,0
77,1.015203137224319624e-01,832,1.015625000000000000e-01,4.218627756803761120e-05,0
78,-7.695967361980252108e-02,-630,-7.690429687500000000e-02,5.537674480252108289e-05,0
79,1.142058929497862252e-01,936,1.142578125000000000e-01,5.191955021377481216e-05,0
80,-9.121538443791683826e-02,-747,-9.118652343750000000e-02,2.886100041683825612e-05,0
81,-8.429821863558009665e-02,-691,-8.435058593750000000e-02,-5.236730191990335292e-05,0
82,2.444494856173555497e-01,2003,2.445068359375000000e-01,5.735032014445029525e-05,0
83,-1.982757104124089897e-01,-1624,-1.982421875000000000e-01,3.352291240898974678e-05,0
84,6.725142872044381770e-02,551,6.726074218750000000e-02,9.313467056182300752e-06,0
85,-6.525717059108242235e-02,-535,-6.530761718750000000e-02,-5.044659641757764934e-05,0
86,7.100965795008190584e-02,582,7.104492187500000000e-02,3.526392491809415830e-05,0
87,1.457727677641522945e-01,1194,1.457519531250000000e-01,-2.081463915229453399e-05,0
88,-3.886285260960840038e-01,-3184,-3.886718750000000000e-01,-4.334890391599621751e-05,0
89,3.235424587894926707e-01,2650,3.234863281250000000e-01,-5.613066449267067881e-05,0
90,-1.856375462810297694e-01,-1521,-1.856689453125000000e-01,-3.139903147023059837e-05,0
91,3.460562800463770627e-01,2835,3.460693359375000000e-01,1.305589112293725762e-05,0
92,-3.883355543386464159e-01,-3181,-3.883056640625000000e-01,2.989027614641592834e-05,0
93,1.820252826730695255e-03,15,1.831054687500000000e-03,1.080186076930474484e-05,0
94,-1.477476303587811346e-01,-1210,-1.477050781250000000e-01,4.255223378113459631e-05,0
95,8.992977778168229075e-02,737,8.996582031250000000e-02,3.604253081770925071e-05,0
