tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.806733358037e-02,4.701875926217e-02,4.801376244318e-02,4.801514255342e-02,-0.191577333,-0.009685839,-0.009436175,2.401827643097,-0.089394054245,1.886181452953,1.886181452953,-2.491221697342,1.975575507198,1.975575507198,-0.515646190144,-0.515646190144
1,3567993164.062500,4.806733358037e-02,4.714200381041e-02,4.815508335176e-02,4.815766378356e-02,-0.168839854,0.015842151,0.016307580,1.296335224647,-1.286366539428,0.318081490901,0.318081490901,-2.582701764075,1.604448030329,1.604448030329,-0.978253733746,-0.978253733746
2,3586120605.468750,4.806733358037e-02,4.700215226880e-02,4.806080072326e-02,4.806403329730e-02,-0.194645725,-0.001180584,-0.000596390,2.049245372219,-0.643740232850,0.585793305540,0.585793305540,-2.692985605068,1.229533538390,1.229533538390,-1.463452066678,-1.463452066678
3,3604064941.406250,4.806733358037e-02,4.693852007676e-02,4.807972298119e-02,4.808299367409e-02,-0.206412775,0.002238508,0.002829358,4.285988177340,1.492829195995,2.351235257516,2.351235257516,-2.793158981345,0.858406061521,0.858406061521,-1.934752919824,-1.934752919824
4,3622009277.343750,4.806733358037e-02,4.680640456893e-02,4.805286660461e-02,4.805555195335e-02,-0.230894985,-0.002614613,-0.002129231,2.183447364780,-0.730445578457,-0.243166993805,-0.243166993805,-2.913892943237,0.487278584652,0.487278584652,-2.426614358586,-2.426614358586
5,3639953613.281250,4.806733358037e-02,4.672831420879e-02,4.808746382943e-02,4.808899206045e-02,-0.245398357,0.003636826,0.003912861,2.322254780349,-0.710558596525,-0.594407488742,-0.594407488742,-3.032813376874,0.116151107783,0.116151107783,-2.916662269091,-2.916662269091
6,3658081054.687500,4.806733358036e-02,4.666456811924e-02,4.812431222574e-02,4.812417778343e-02,-0.257255611,0.010290089,0.010265823,5.348586380446,2.170172185494,1.911408801337,1.911408801337,-3.178414194952,-0.258763384156,-0.258763384156,-3.437177579109,-3.437177579109
7,3676025390.625000,4.806733358037e-02,4.651190917047e-02,4.803810980465e-02,4.803596864031e-02,-0.285717301,-0.005282417,-0.005669575,7.162897463109,3.834196181455,3.204305320429,3.204305320429,-3.328701281654,-0.629890861026,-0.629890861026,-3.958592142680,-3.958592142680
8,3693969726.562500,4.806733358037e-02,4.659838093774e-02,4.815773737065e-02,4.815335940749e-02,-0.269584080,0.016320852,0.015531192,9.480366669582,6.009262911592,5.008244573697,5.008244573697,-3.471103757990,-1.001018337895,-1.001018337895,-4.472122095885,-4.472122095885
9,3712097167.968750,4.806733358036e-02,4.652721665797e-02,4.806786136765e-02,4.806117221142e-02,-0.282859166,0.000095372,-0.001113446,12.548013127473,8.925836495034,7.549903665200,7.549903665200,-3.622176632439,-1.375932829834,-1.375932829834,-4.998109462273,-4.998109462273
